imei,latitude,longitude,coordinates,datastatus,datastatus_description,hearttime_date,hearttime_time,hearttime_unix,status
355139084375770,11.546222,104.898983,"11.546222,104.898983",4,Offline,2025-09-10,13:08:16,1757484496,success
355139084372629,11.57843,104.854185,"11.57843,104.854185",4,Offline,2025-01-31,10:53:53,1738295633,success
355139084416335,11.53537,104.860769,"11.53537,104.860769",4,Offline,2025-09-25,14:47:06,1758786426,success
355139084414306,11.366973,104.939588,"11.366973,104.939588",2,Online,2025-10-04,14:38:13,1759563493,success
355139084416582,11.517363,104.871619,"11.517363,104.871619",4,Offline,2025-02-01,05:17:37,1738361857,success
355139083977303,10.600078,103.530566,"10.600078,103.530566",4,Offline,2024-07-02,04:13:12,1719868392,success
355139084369534,11.551701,104.855116,"11.551701,104.855116",2,Online,2025-10-04,14:36:53,1759563413,success
355139084376299,11.565636,104.906697,"11.565636,104.906697",4,Offline,2025-06-27,07:51:50,1750985510,success
355139084369724,11.531922,104.906422,"11.531922,104.906422",4,Offline,2025-09-29,11:32:50,1759120370,success
355139084376141,11.545854,104.899283,"11.545854,104.899283",4,Offline,2025-03-21,13:47:38,1742539658,success
355139084369260,11.573885,104.868605,"11.573885,104.868605",4,Offline,2025-09-10,23:21:26,1757521286,success
355139084375788,11.533027,104.911995,"11.533027,104.911995",4,Offline,2025-02-01,02:33:42,1738352022,success
355139084375580,11.360969,104.938613,"11.360969,104.938613",2,Online,2025-10-04,14:39:15,1759563555,success
355139084375630,13.083771,103.228939,"13.083771,103.228939",4,Offline,2025-08-18,09:06:06,1755482766,success
355139084376018,11.311476,105.40509,"11.311476,105.40509",4,Offline,2024-04-13,06:59:32,1712966372,success
355139084375796,11.537704,104.90098,"11.537704,104.90098",4,Offline,2024-04-07,21:56:43,1712501803,success
355139083978673,11.520453,104.918854,"11.520453,104.918854",4,Offline,2025-09-26,09:49:31,1758854971,success
355139084418331,11.545705,104.899013,"11.545705,104.899013",4,Offline,2025-02-13,16:16:37,1739438197,success
355139084418448,13.673672,102.566022,"13.673672,102.566022",4,Offline,2025-09-26,09:47:07,1758854827,success
355139084418265,11.5967,105.423896,"11.5967,105.423896",4,Offline,2025-01-10,22:31:56,1736523116,success
355139084419420,11.52042,104.918789,"11.52042,104.918789",4,Offline,2025-02-15,15:03:41,1739606621,success
355139084376497,10.616258,103.53498,"10.616258,103.53498",4,Offline,2024-06-25,12:21:07,1719292867,success
355139083955499,11.568445,104.92826,"11.568445,104.92826",4,Offline,2025-03-14,10:29:00,1741922940,success
355139084417937,11.537543,104.872467,"11.537543,104.872467",4,Offline,2023-12-22,15:08:25,1703232505,success
355139084376166,10.61601,103.576328,"10.61601,103.576328",2,Online,2025-10-04,14:38:01,1759563481,success
355139084369575,10.626637,103.525969,"10.626637,103.525969",4,Offline,2025-09-10,10:31:08,1757475068,success
355139084017950,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,success
355139084369583,10.604987,103.529244,"10.604987,103.529244",4,Offline,2025-10-04,09:42:39,1759545759,success
355139084418208,11.501714,104.938079,"11.501714,104.938079",4,Offline,2025-01-31,18:29:35,1738322975,success
355139084375754,11.624644,104.881966,"11.624644,104.881966",2,Online,2025-10-04,14:36:35,1759563395,success
355139084371365,10.602243,103.563848,"10.602243,103.563848",4,Offline,2025-09-15,12:49:30,1757915370,success
355139084371464,11.481227,104.948705,"11.481227,104.948705",2,Online,2025-10-04,14:38:06,1759563486,success
355139084373809,13.679259,102.563442,"13.679259,102.563442",2,Online,2025-10-04,14:33:53,1759563233,success
355139084418588,11.546225,104.898252,"11.546225,104.898252",4,Offline,2025-08-11,13:26:13,1754893573,success
355139084418604,13.355072,103.869837,"13.355072,103.869837",4,Offline,2025-02-11,11:55:03,1739249703,success
355139084417945,13.606036,102.784148,"13.606036,102.784148",4,Offline,2025-09-07,02:05:16,1757185516,success
355139084419503,11.596932,105.424038,"11.596932,105.424038",4,Offline,2025-02-20,11:57:34,1740027454,success
355139084418406,11.520338,104.918675,"11.520338,104.918675",4,Offline,2025-09-15,12:50:14,1757915414,success
355139084418273,13.106707,103.196553,"13.106707,103.196553",4,Offline,2025-07-30,00:14:09,1753809249,success
355139084376208,13.670107,102.579174,"13.670107,102.579174",4,Offline,2025-09-03,14:37:26,1756885046,success
355139084371282,13.676469,102.562157,"13.676469,102.562157",4,Offline,2025-10-03,20:13:43,1759497223,success
355139084418257,13.675423,102.559712,"13.675423,102.559712",4,Offline,2024-08-12,11:43:44,1723437824,success
355139084418562,11.488807,104.662467,"11.488807,104.662467",4,Offline,2024-08-12,12:47:18,1723441638,success
355139084376117,11.635818,102.949029,"11.635818,102.949029",2,Online,2025-10-04,14:37:51,1759563471,success
355139084418315,11.42468,104.700463,"11.42468,104.700463",2,Online,2025-10-04,14:34:30,1759563270,success
355139084376505,10.607967,103.542633,"10.607967,103.542633",4,Offline,2025-10-04,08:42:32,1759542152,success
355139084376125,12.931141,102.503523,"12.931141,102.503523",4,Offline,2025-08-08,06:32:43,1754609563,success
355139084418521,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,success
355139084419396,11.54329,104.87489,"11.54329,104.87489",4,Offline,2025-02-01,01:45:34,1738349134,success
355139084459129,10.610954,103.5204,"10.610954,103.5204",4,Offline,2025-07-12,20:37:55,1752327475,success
355139084419537,10.645474,103.78555,"10.645474,103.78555",4,Offline,2025-02-01,03:58:32,1738357112,success
355139084418596,10.623582,103.495153,"10.623582,103.495153",4,Offline,2025-02-01,05:26:34,1738362394,success
355139084419859,10.643814,103.542995,"10.643814,103.542995",4,Offline,2025-07-18,07:11:34,1752797494,success
355139084369567,10.623665,103.537116,"10.623665,103.537116",4,Offline,2025-02-01,02:13:11,1738350791,success
355139084369609,11.459462,104.747714,"11.459462,104.747714",4,Offline,2025-09-14,12:45:12,1757828712,success
355139084369617,11.537361,104.883058,"11.537361,104.883058",4,Offline,2024-02-29,09:38:58,1709174338,success
355139084376406,11.499558,104.898449,"11.499558,104.898449",2,Online,2025-10-04,14:38:06,1759563486,success
355139084369633,11.450698,104.966426,"11.450698,104.966426",2,Online,2025-10-04,14:36:41,1759563401,success
355139083977618,11.547104,104.788043,"11.547104,104.788043",4,Offline,2023-08-16,02:17:56,1692127076,success
355139083976792,11.520439,104.918918,"11.520439,104.918918",4,Offline,2025-03-21,14:30:21,1742542221,success
355139083952462,11.545795,104.899354,"11.545795,104.899354",4,Offline,2025-09-15,12:46:38,1757915198,success
355139084375648,11.545713,104.899697,"11.545713,104.899697",4,Offline,2024-12-16,13:12:12,1734329532,success
355139084015749,11.536177,104.911383,"11.536177,104.911383",4,Offline,2025-02-01,03:01:32,1738353692,success
355139084458592,13.652243,102.590283,"13.652243,102.590283",4,Offline,2025-08-11,08:43:49,1754876629,success
355139084015830,11.590205,104.897515,"11.590205,104.897515",4,Offline,2023-12-21,17:38:26,1703155106,success
355139084375705,10.641961,104.188662,"10.641961,104.188662",4,Offline,2025-08-18,12:44:48,1755495888,success
355139083976941,11.543088,104.894778,"11.543088,104.894778",4,Offline,2025-02-01,04:31:36,1738359096,success
355139084375572,11.52037,104.918815,"11.52037,104.918815",2,Online,2025-10-04,14:36:41,1759563401,success
355139084418299,13.670336,102.577073,"13.670336,102.577073",4,Offline,2025-10-04,13:08:42,1759558122,success
355139083976818,11.545365,104.89964,"11.545365,104.89964",4,Offline,2023-08-08,16:06:24,1691485584,success
355139084015731,11.54564,104.899469,"11.54564,104.899469",4,Offline,2025-06-12,15:59:25,1749718765,success
355139084418539,13.101915,103.214194,"13.101915,103.214194",2,Online,2025-10-04,14:39:19,1759563559,success
355139084013652,11.534662,104.879661,"11.534662,104.879661",4,Offline,2025-03-21,14:24:23,1742541863,success
355139084015384,0,0,"0,0",4,Offline,2025-03-21,14:27:41,1742542061,success
355139083976933,11.545858,104.899294,"11.545858,104.899294",4,Offline,2025-06-14,16:31:48,1749893508,success
355139083955804,11.476012,104.775822,"11.476012,104.775822",4,Offline,2023-09-02,13:29:31,1693636171,success
355139084459160,11.52043,104.918747,"11.52043,104.918747",4,Offline,2025-09-15,13:17:44,1757917064,success
355139083953916,11.529035,104.874182,"11.529035,104.874182",4,Offline,2025-09-10,23:42:58,1757522578,success
355139084376182,10.636807,103.502051,"10.636807,103.502051",2,Online,2025-10-04,14:38:45,1759563525,success
355139084016168,13.679332,102.564794,"13.679332,102.564794",4,Offline,2025-07-03,06:11:46,1751497906,success
355139084458584,13.258342,102.885499,"13.258342,102.885499",4,Offline,2025-07-09,23:56:08,1752080168,success
355139084371373,10.63358,103.527513,"10.63358,103.527513",4,Offline,2025-08-05,16:15:18,1754385318,success
355139084371779,11.52055,104.918777,"11.52055,104.918777",4,Offline,2025-02-17,16:23:38,1739784218,success
355139084458568,11.545774,104.899308,"11.545774,104.899308",4,Offline,2025-03-01,11:33:15,1740803595,success
355139084371423,11.520492,104.918813,"11.520492,104.918813",4,Offline,2025-09-15,13:33:11,1757917991,success
355139083977295,11.50015,104.804626,"11.50015,104.804626",4,Offline,2025-08-13,11:19:15,1755058755,success
355139084458576,11.582205,104.857367,"11.582205,104.857367",2,Online,2025-10-04,14:39:27,1759563567,success
355139084419602,13.633482,102.605044,"13.633482,102.605044",4,Offline,2025-05-17,11:07:19,1747454839,success
355139084376174,13.656286,102.568765,"13.656286,102.568765",4,Offline,2025-09-26,09:48:23,1758854903,success
355139084418216,12.567592,103.842797,"12.567592,103.842797",4,Offline,2024-04-03,17:33:21,1712140401,success
355139084418455,13.657994,102.559064,"13.657994,102.559064",4,Offline,2025-07-04,01:15:37,1751566537,success
355139084369625,10.633843,103.528065,"10.633843,103.528065",4,Offline,2025-02-01,15:25:52,1738398352,success
355139084376224,11.545727,104.899213,"11.545727,104.899213",4,Offline,2025-08-08,13:30:42,1754634642,success
355139084419529,13.676509,102.562076,"13.676509,102.562076",4,Offline,2025-09-10,23:16:49,1757521009,success
355139084373791,13.668293,102.593307,"13.668293,102.593307",4,Offline,2025-09-15,12:48:34,1757915314,success
355139083956067,12.613786,105.465914,"12.613786,105.465914",4,Offline,2025-09-15,13:11:46,1757916706,success
355139084376240,10.586447,103.76242,"10.586447,103.76242",2,Online,2025-10-04,14:38:46,1759563526,success
355139084371498,11.573893,104.87959,"11.573893,104.87959",2,Online,2025-10-04,14:38:30,1759563510,success
355139083953601,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,success
355139084419412,13.670039,102.57912,"13.670039,102.57912",4,Offline,2025-08-01,16:04:06,1754039046,success
355139084371480,11.594895,104.860175,"11.594895,104.860175",4,Offline,2025-09-27,08:30:37,1758936637,success
355139084419404,11.428304,104.811937,"11.428304,104.811937",2,Online,2025-10-04,14:36:58,1759563418,success
355139083976743,13.083694,103.228955,"13.083694,103.228955",4,Offline,2025-08-05,10:04:07,1754363047,success
355139084419438,13.57637,102.5601,"13.57637,102.5601",4,Offline,2024-08-24,07:41:41,1724460101,success
355139084015673,10.64326,103.543512,"10.64326,103.543512",4,Offline,2023-12-29,00:42:20,1703785340,success
355139083939741,13.065127,104.289472,"13.065127,104.289472",4,Offline,2023-08-03,06:15:22,1691018122,success
355139083951605,10.613973,103.528569,"10.613973,103.528569",4,Offline,2023-10-01,00:22:05,1696094525,success
355139084017943,13.670107,102.561653,"13.670107,102.561653",4,Offline,2024-04-24,10:12:02,1713928322,success
355139083952751,10.629461,103.520757,"10.629461,103.520757",4,Offline,2024-03-21,01:05:00,1710957900,success
355139084375762,10.632374,103.518072,"10.632374,103.518072",2,Online,2025-10-04,14:39:11,1759563551,success
355139083953577,11.589077,104.882014,"11.589077,104.882014",4,Offline,2023-08-02,11:28:23,1690950503,success
355139084017893,11.520475,104.918813,"11.520475,104.918813",4,Offline,2025-09-26,09:51:26,1758855086,success
355139083952223,13.670822,102.567086,"13.670822,102.567086",4,Offline,2025-05-11,07:31:39,1746923499,success
355139084015475,13.648031,102.569409,"13.648031,102.569409",4,Offline,2025-02-11,14:46:39,1739259999,success
355710090521084,10.6076,103.515829,"10.6076,103.515829",4,Offline,2024-06-08,12:33:39,1717824819,success
355139084017638,13.67408,102.574499,"13.67408,102.574499",4,Offline,2025-10-04,10:32:39,1759548759,success
355139084417861,11.590682,104.910387,"11.590682,104.910387",4,Offline,2025-10-04,08:31:53,1759541513,success
355139083953296,13.657729,102.581678,"13.657729,102.581678",4,Offline,2025-09-10,18:47:58,1757504878,success
355139084017828,11.454816,105.037047,"11.454816,105.037047",4,Offline,2024-04-17,00:44:15,1713289455,success
355139083953320,13.6749,102.566785,"13.6749,102.566785",4,Offline,2025-09-10,14:37:59,1757489879,success
355139084017646,13.648049,102.569423,"13.648049,102.569423",4,Offline,2025-02-11,13:41:25,1739256085,success
355139084418463,12.018121,104.942935,"12.018121,104.942935",4,Offline,2025-10-04,14:23:57,1759562637,success
355139084017562,11.520537,104.91885,"11.520537,104.91885",4,Offline,2025-02-13,16:16:23,1739438183,success
355139083953528,13.354289,103.871062,"13.354289,103.871062",4,Offline,2023-08-10,02:43:15,1691610195,success
355139083953510,11.520096,104.919052,"11.520096,104.919052",4,Offline,2025-02-12,17:19:23,1739355563,success
355139083953031,13.357677,103.854098,"13.357677,103.854098",4,Offline,2023-08-03,07:54:00,1691024040,success
355139083951704,11.540042,104.915084,"11.540042,104.915084",4,Offline,2023-09-28,05:16:56,1695853016,success
355139084017281,13.668364,102.572262,"13.668364,102.572262",4,Offline,2025-07-24,07:18:37,1753316317,success
355139084017265,13.670265,102.57912,"13.670265,102.57912",4,Offline,2023-07-29,15:41:35,1690620095,success
355139083953791,11.52048,104.919139,"11.52048,104.919139",4,Offline,2025-07-10,12:14:02,1752124442,success
355139084015640,13.619674,102.608855,"13.619674,102.608855",2,Online,2025-10-04,14:38:04,1759563484,success
355139083951688,11.060083,106.113366,"11.060083,106.113366",2,Online,2025-10-04,14:39:15,1759563555,success
355139083979424,11.513744,104.762799,"11.513744,104.762799",4,Offline,2024-05-13,00:55:38,1715536538,success
355139084015574,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,success
355139083976735,13.099022,103.192354,"13.099022,103.192354",4,Offline,2024-05-02,20:58:38,1714658318,success
355139083953841,13.673247,102.559439,"13.673247,102.559439",4,Offline,2024-05-09,01:08:49,1715191729,success
355139083952298,13.157558,104.773144,"13.157558,104.773144",4,Offline,2024-07-06,15:33:18,1720254798,success
355139083952454,11.54728,104.823774,"11.54728,104.823774",4,Offline,2025-05-10,11:37:45,1746851865,success
355139084016432,11.575872,104.880283,"11.575872,104.880283",4,Offline,2023-07-28,06:12:32,1690499552,success
355139083952769,10.605953,103.566289,"10.605953,103.566289",4,Offline,2024-08-04,00:16:00,1722705360,success
355139083978442,11.500971,104.831562,"11.500971,104.831562",4,Offline,2024-03-06,13:17:46,1709705866,success
355139083955960,11.484174,104.899164,"11.484174,104.899164",4,Offline,2023-08-03,04:26:42,1691011602,success
355139083956240,12.633955,103.727459,"12.633955,103.727459",4,Offline,2023-08-03,00:22:32,1690996952,success
355139084015608,11.533762,104.852295,"11.533762,104.852295",4,Offline,2023-08-03,04:38:20,1691012300,success
355139083979309,11.520324,104.918715,"11.520324,104.918715",4,Offline,2025-09-15,12:50:07,1757915407,success
355139083953312,13.662576,102.556062,"13.662576,102.556062",4,Offline,2024-06-13,08:51:21,1718243481,success
355139083951613,11.520965,104.919263,"11.520965,104.919263",4,Offline,2025-03-14,12:45:09,1741931109,success
355139083952306,11.58269,104.828353,"11.58269,104.828353",4,Offline,2024-01-03,08:37:20,1704245840,success
355139083952686,13.361433,103.846952,"13.361433,103.846952",4,Offline,2023-08-03,07:14:58,1691021698,success
355139084014940,13.660253,102.558025,"13.660253,102.558025",4,Offline,2024-05-19,04:08:07,1716066487,success
355139083978616,11.610153,102.984309,"11.610153,102.984309",4,Offline,2023-08-09,06:55:22,1691538922,success
355139083976701,11.531644,104.913642,"11.531644,104.913642",4,Offline,2025-09-29,11:33:10,1759120390,success
355139083952017,11.543494,104.867433,"11.543494,104.867433",4,Offline,2023-12-11,12:11:15,1702271475,success
355139083979705,10.756442,103.80006,"10.756442,103.80006",4,Offline,2025-01-03,07:49:24,1735865364,success
355710090519765,11.239194,105.331252,"11.239194,105.331252",4,Offline,2025-08-23,09:50:41,1755917441,success
355139083978582,11.52068,104.918862,"11.52068,104.918862",4,Offline,2025-03-21,15:05:44,1742544344,success
355139083976479,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,success
355139084014460,11.542743,104.823396,"11.542743,104.823396",4,Offline,2023-08-03,05:37:33,1691015853,success
355139083955861,13.589652,103.417299,"13.589652,103.417299",4,Offline,2023-08-03,07:59:00,1691024340,success
355139083954542,10.628967,103.52678,"10.628967,103.52678",4,Offline,2024-04-30,22:27:24,1714490844,success
355139084015715,10.541789,104.304043,"10.541789,104.304043",4,Offline,2025-09-11,02:57:45,1757534265,success
355139083952280,10.608602,103.617505,"10.608602,103.617505",4,Offline,2023-07-22,07:31:22,1689985882,success
355139083977022,10.691215,104.545587,"10.691215,104.545587",4,Offline,2024-05-06,03:51:33,1714942293,success
355139084016705,10.899409,106.06219,"10.899409,106.06219",4,Offline,2023-07-27,01:53:25,1690397605,success
355139083954609,11.578465,104.89837,"11.578465,104.89837",4,Offline,2023-09-21,00:29:21,1695230961,success
355139084016721,11.070625,106.154686,"11.070625,106.154686",4,Offline,2023-09-21,00:27:28,1695230848,success
355139084015889,13.6762,102.573732,"13.6762,102.573732",4,Offline,2024-03-27,10:33:20,1711510400,success
355139083952694,11.520513,104.918893,"11.520513,104.918893",4,Offline,2025-09-27,08:31:07,1758936667,success
355139084015764,13.685834,102.58462,"13.685834,102.58462",4,Offline,2024-05-15,21:48:23,1715784503,success
355139083976651,13.662772,102.553809,"13.662772,102.553809",4,Offline,2024-05-02,12:20:54,1714627254,success
355139083952975,0,0,"0,0",4,Offline,2024-06-03,19:23:16,1717417396,success
355139083952777,13.58553,103.424328,"13.58553,103.424328",4,Offline,2024-07-23,02:01:03,1721674863,success
355139083953395,13.684988,102.581367,"13.684988,102.581367",4,Offline,2025-09-26,09:50:14,1758855014,success
355710090538609,12.055292,105.068555,"12.055292,105.068555",2,Online,2025-10-04,14:34:57,1759563297,success
355139083954559,11.554445,104.933158,"11.554445,104.933158",4,Offline,2024-09-16,12:09:12,1726463352,success
355139083952041,11.558537,104.850013,"11.558537,104.850013",4,Offline,2024-07-02,15:24:02,1719908642,success
355139083953403,13.341237,103.86505,"13.341237,103.86505",4,Offline,2024-08-01,03:26:54,1722457614,success
355139083956158,11.506197,104.598194,"11.506197,104.598194",4,Offline,2025-10-04,14:24:37,1759562677,success
355139083951407,13.658409,102.578925,"13.658409,102.578925",4,Offline,2025-07-31,13:45:38,1753944338,success
355139083952520,13.332899,103.851153,"13.332899,103.851153",4,Offline,2025-10-04,04:13:55,1759526035,success
355139083952512,13.658975,102.55397,"13.658975,102.55397",4,Offline,2025-10-04,13:40:21,1759560021,success
355139084014486,11.56744,104.914592,"11.56744,104.914592",4,Offline,2024-05-20,07:44:09,1716165849,success
355139083956141,11.545845,104.899317,"11.545845,104.899317",4,Offline,2025-07-21,09:48:41,1753066121,success
355139083976685,11.144723,104.566858,"11.144723,104.566858",4,Offline,2024-08-01,04:40:03,1722462003,success
355139083977568,11.657049,104.738801,"11.657049,104.738801",2,Online,2025-10-04,14:38:57,1759563537,success
355139084015517,13.592245,102.975392,"13.592245,102.975392",4,Offline,2025-08-09,10:41:54,1754710914,success
355139084015822,11.711969,105.459382,"11.711969,105.459382",4,Offline,2025-04-14,23:46:53,1744649213,success
355139083978392,11.145819,104.72098,"11.145819,104.72098",4,Offline,2024-08-01,05:01:54,1722463314,success
355139083977691,13.670174,102.579164,"13.670174,102.579164",4,Offline,2025-03-21,18:21:41,1742556101,success
355139083977683,12.684838,104.899925,"12.684838,104.899925",4,Offline,2025-07-10,11:50:07,1752123007,success
355139084015855,11.553713,104.913834,"11.553713,104.913834",4,Offline,2024-01-28,09:52:28,1706410348,success
355139084015939,11.545887,104.899259,"11.545887,104.899259",4,Offline,2025-03-14,15:10:44,1741939844,success
355139083953858,13.648052,102.569385,"13.648052,102.569385",4,Offline,2025-03-14,15:11:55,1741939915,success
355710090520110,11.585842,104.877852,"11.585842,104.877852",4,Offline,2025-08-14,12:33:26,1755149606,success
355139083953742,13.083668,103.228943,"13.083668,103.228943",4,Offline,2025-09-27,08:27:54,1758936474,success
355139083952967,11.545955,104.898968,"11.545955,104.898968",4,Offline,2025-07-10,12:02:04,1752123724,success
355139083977584,13.670037,102.578981,"13.670037,102.578981",4,Offline,2025-07-21,15:51:42,1753087902,success
355139084016143,12.304964,103.098739,"12.304964,103.098739",4,Offline,2023-09-21,00:28:28,1695230908,success
355710090538906,11.08259,105.792794,"11.08259,105.792794",4,Offline,2025-05-27,19:18:41,1748348321,success
355139083979093,11.355527,104.513563,"11.355527,104.513563",4,Offline,2023-11-01,15:44:46,1698828286,success
355710090538559,11.589044,104.882267,"11.589044,104.882267",4,Offline,2024-02-21,17:11:01,1708510261,success
355139083955945,11.520635,104.918936,"11.520635,104.918936",4,Offline,2025-09-27,08:39:35,1758937175,success
355139083952744,11.444431,105.049911,"11.444431,105.049911",4,Offline,2025-07-20,16:19:41,1753003181,success
355139083977220,13.670052,102.579248,"13.670052,102.579248",4,Offline,2025-09-26,09:48:10,1758854890,success
355139083953262,11.520514,104.918735,"11.520514,104.918735",4,Offline,2025-09-27,08:32:37,1758936757,success
355139084015954,10.634954,103.532255,"10.634954,103.532255",4,Offline,2025-06-11,15:04:04,1749629044,success
355139083979697,10.62498,103.527929,"10.62498,103.527929",4,Offline,2025-07-15,14:01:29,1752562889,success
355139083956174,13.668435,102.59096,"13.668435,102.59096",4,Offline,2025-07-14,14:31:51,1752478311,success
355139083951597,10.612542,103.514769,"10.612542,103.514769",2,Online,2025-10-04,14:31:40,1759563100,success
355139083953049,11.520434,104.918835,"11.520434,104.918835",4,Offline,2025-03-21,13:48:34,1742539714,success
355139083979713,11.520977,104.919283,"11.520977,104.919283",4,Offline,2025-03-21,13:48:08,1742539688,success
355139083956026,13.769023,102.734917,"13.769023,102.734917",2,Online,2025-10-04,14:38:29,1759563509,success
355139084016481,11.545267,104.899957,"11.545267,104.899957",4,Offline,2024-10-21,11:14:07,1729484047,success
355139083953585,13.355068,103.869916,"13.355068,103.869916",4,Offline,2025-09-27,08:27:22,1758936442,success
355139084015582,13.293867,103.867858,"13.293867,103.867858",2,Online,2025-10-04,14:37:38,1759563458,success
355139084015707,11.557853,104.866505,"11.557853,104.866505",4,Offline,2024-05-14,12:25:47,1715664347,success
355139084015863,11.54588,104.899274,"11.54588,104.899274",4,Offline,2024-12-02,11:48:48,1733114928,success
355139083953924,11.62957,104.904531,"11.62957,104.904531",4,Offline,2025-03-14,12:44:28,1741931068,success
355139083952884,11.520349,104.919,"11.520349,104.919",4,Offline,2025-09-26,09:49:10,1758854950,success
355139084015079,11.54574,104.899381,"11.54574,104.899381",4,Offline,2025-07-10,15:45:26,1752137126,success
355139083939758,11.667526,105.051463,"11.667526,105.051463",4,Offline,2025-09-11,04:11:08,1757538668,success
355139084017307,10.634884,103.532178,"10.634884,103.532178",4,Offline,2025-08-14,14:58:29,1755158309,success
355139083951761,11.58106,104.82931,"11.58106,104.82931",4,Offline,2024-11-13,09:20:13,1731464413,success
355139084017885,11.54578,104.899249,"11.54578,104.899249",4,Offline,2025-09-15,12:46:02,1757915162,success
355139083941713,13.670035,102.579236,"13.670035,102.579236",4,Offline,2025-09-25,14:44:43,1758786283,success
355139084015756,11.545739,104.899309,"11.545739,104.899309",4,Offline,2025-08-06,16:27:01,1754472421,success
355139083978590,13.65731,102.551856,"13.65731,102.551856",4,Offline,2025-01-21,04:31:37,1737408697,success
355139083951654,11.529947,104.859564,"11.529947,104.859564",4,Offline,2024-03-07,08:49:58,1709776198,success
355139083951274,11.069428,106.154468,"11.069428,106.154468",2,Online,2025-10-04,14:39:17,1759563557,success
355139083978624,11.520469,104.918786,"11.520469,104.918786",4,Offline,2025-09-25,14:45:58,1758786358,success
355139083952405,11.545844,104.899354,"11.545844,104.899354",4,Offline,2025-07-17,13:29:46,1752733786,success
355139084016127,10.618175,103.551185,"10.618175,103.551185",4,Offline,2023-11-30,01:31:43,1701282703,success
355139083976503,11.520668,104.918982,"11.520668,104.918982",4,Offline,2025-02-13,16:16:31,1739438191,success
355139084016275,11.640587,104.843869,"11.640587,104.843869",2,Online,2025-10-04,14:39:27,1759563567,success
355139083955879,11.545865,104.899342,"11.545865,104.899342",4,Offline,2025-07-05,09:21:19,1751682079,success
355139084016739,11.510989,104.855332,"11.510989,104.855332",2,Online,2025-10-04,14:38:18,1759563498,success
355710090519815,11.594937,104.860154,"11.594937,104.860154",4,Offline,2024-07-01,13:28:06,1719815286,success
355139084016747,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,success
355139084015947,11.645563,104.905984,"11.645563,104.905984",2,Online,2025-10-04,14:39:04,1759563544,success
355139083954567,11.520635,104.918993,"11.520635,104.918993",4,Offline,2025-03-21,14:26:59,1742542019,success
355139083955986,11.800404,105.109032,"11.800404,105.109032",4,Offline,2025-10-04,13:45:41,1759560341,success
355139083951647,11.564012,104.868719,"11.564012,104.868719",4,Offline,2024-04-05,14:14:12,1712301252,success
355139083977709,11.32259,104.036617,"11.32259,104.036617",4,Offline,2024-07-29,14:25:01,1722237901,success
355139083977675,13.647886,102.569477,"13.647886,102.569477",4,Offline,2023-07-21,15:12:18,1689927138,success
355139083954179,11.629636,104.904474,"11.629636,104.904474",4,Offline,2024-09-16,08:31:02,1726450262,success
355139083977667,10.646385,103.542438,"10.646385,103.542438",4,Offline,2023-11-17,01:14:36,1700158476,success
355139083953387,10.625625,103.525939,"10.625625,103.525939",4,Offline,2025-09-10,23:17:30,1757521050,success
355139083978723,11.590084,104.883115,"11.590084,104.883115",4,Offline,2023-10-22,18:24:50,1697973890,success
355139084015467,11.545819,104.899283,"11.545819,104.899283",4,Offline,2025-09-27,08:27:53,1758936473,success
355139084016697,11.923424,105.574972,"11.923424,105.574972",2,Online,2025-10-04,14:37:05,1759563425,success
355139084015459,13.356582,103.860138,"13.356582,103.860138",2,Online,2025-10-04,14:37:21,1759563441,success
355139083979317,0,0,"0,0",1,Never online,2013-12-31,23:00:00,1388505600,success
355139083979671,11.537376,104.883024,"11.537376,104.883024",4,Offline,2025-10-04,07:13:59,1759536839,success
355139083955812,0,0,"0,0",4,Offline,2025-03-14,15:11:46,1741939906,success
355139084016390,10.632735,103.5273,"10.632735,103.5273",4,Offline,2025-07-29,14:03:28,1753772608,success
355139083951670,11.520653,104.919034,"11.520653,104.919034",4,Offline,2025-02-13,15:14:33,1739434473,success
355139084017190,13.359068,103.882768,"13.359068,103.882768",4,Offline,2025-02-17,16:22:14,1739784134,success
355139083977659,11.533449,104.890523,"11.533449,104.890523",2,Online,2025-10-04,14:33:41,1759563221,success
355139083955994,13.670082,102.579105,"13.670082,102.579105",4,Offline,2025-09-27,08:28:52,1758936532,success
355139084017331,11.07354,106.166238,"11.07354,106.166238",2,Online,2025-10-04,14:38:55,1759563535,success
355710090520359,11.270799,104.738205,"11.270799,104.738205",4,Offline,2025-09-17,01:46:41,1758048401,success
355139083953072,11.52041,104.918905,"11.52041,104.918905",4,Offline,2025-09-29,11:33:40,1759120420,success
355139083976800,13.579157,102.975702,"13.579157,102.975702",4,Offline,2024-06-14,10:46:10,1718336770,success
355139083977287,13.670121,102.579231,"13.670121,102.579231",4,Offline,2024-10-25,11:58:19,1729832299,success
355139084014999,13.648038,102.56934,"13.648038,102.56934",4,Offline,2025-09-15,12:45:52,1757915152,success
355139083952702,11.520454,104.918794,"11.520454,104.918794",4,Offline,2025-03-21,15:03:36,1742544216,success
